Date,SPY,EFA,AGG,VNQ,GSG,FXE,EEM,GLD,TIP,LQD,USO,UNG,HYG,IWM,QQQ
2003-12-03,71.39823913574219,23.509248733520508,50.75440979003906,,,,11.21389389038086,,,109.5,,,,40.667327880859375,29.845945358276367
2003-12-04,71.69143676757812,23.56315040588379,50.82959747314453,,,,11.136853218078613,,,109.58999633789062,,,,40.7608642578125,30.16769027709961
2003-12-05,71.19168853759766,23.394258499145508,51.085289001464844,,,,11.115776062011719,,51.58261489868164,110.7300033569336,,,,40.25578689575195,29.668128967285156
2003-12-08,71.67141723632812,23.590091705322266,51.085289001464844,,,,11.137580871582031,,51.537044525146484,109.9000015258789,,,,40.55509567260742,29.83747100830078
2003-12-09,71.118408203125,23.491275787353516,50.799530029296875,,,,11.091066360473633,,51.40534210205078,109.55000305175781,,,,39.87043380737305,29.15167236328125
2003-12-10,71.11175537109375,23.322397232055664,51.00004577636719,,,,11.046738624572754,,51.542091369628906,109.80000305175781,,,,39.511268615722656,29.261722564697266
2003-12-11,71.9112548828125,23.581111907958984,51.18049621582031,,,,11.24804973602295,,51.744712829589844,110.30000305175781,,,,40.61494064331055,29.888280868530273
2003-12-12,72.05121612548828,23.658367156982422,51.21057891845703,,,,11.299649238586426,,51.70417404174805,110.5999984741211,,,,40.90590286254883,29.83747100830078
2003-12-15,71.69143676757812,23.500263214111328,51.18049621582031,,,,11.308369636535645,,51.592750549316406,110.3499984741211,,,,39.948585510253906,29.447982788085938
2003-12-16,72.06452178955078,23.8013858795166,51.21057891845703,,,,11.261127471923828,,51.537044525146484,110.5999984741211,,,,40.3022346496582,29.50726890563965
2003-12-17,72.29106903076172,23.745492935180664,51.33592224121094,,,,11.1303129196167,,51.5218391418457,110.8499984741211,,,,40.29471206665039,29.558073043823242
2003-12-18,73.10394287109375,24.098907470703125,51.41110610961914,,,,11.309823036193848,,51.744712829589844,111.48999786376953,,,,40.91548538208008,30.10840606689453
2003-12-19,72.9004135131836,23.963672637939453,51.43622589111328,,,,11.337441444396973,,51.719337463378906,111.55999755859375,,,,40.78382873535156,30.023757934570312
2003-12-22,73.4091796875,24.122058868408203,51.41110610961914,,,,11.497532844543457,,51.66366195678711,111.3499984741211,,,,41.23908233642578,30.116880416870117
2003-12-23,73.45604705810547,24.173141479492188,51.21057891845703,,,,11.52891731262207,,51.40534210205078,110.70999908447266,,,,41.46481704711914,30.34549331665039
2003-12-24,73.38238525390625,24.23152732849121,51.250728607177734,,,,11.566149711608887,,51.694061279296875,111.37000274658203,,,,41.415889739990234,30.408161163330078
2003-12-26,73.43592071533203,24.187746047973633,51.50636291503906,,,,11.595348358154297,,51.785194396972656,111.4000015258789,,,,41.562644958496094,30.365816116333008
2003-12-29,74.41331481933594,24.59463882446289,51.38102340698242,,,,11.770548820495605,,51.63325881958008,111.18000030517578,,,,42.1947135925293,30.865570068359375
2003-12-30,74.42668914794922,24.642087936401367,51.28578567504883,,,,11.826761245727539,,51.49650573730469,110.75,,,,42.3038215637207,30.967214584350586
2003-12-31,74.49363708496094,24.957754135131836,51.356666564941406,,,,11.975861549377441,,51.571075439453125,110.56999969482422,,,,41.68678665161133,30.882516860961914
2004-01-02,74.4601821899414,25.025257110595703,51.06510925292969,,,,12.242515563964844,,51.45951461791992,109.77999877929688,,,,42.13449478149414,30.797807693481445
2004-01-05,75.27021026611328,25.50696563720703,51.12545394897461,,,,12.672079086303711,,51.3885383605957,109.9000015258789,,,,42.62736892700195,31.41613006591797
2004-01-06,75.34379577636719,25.545286178588867,51.356666564941406,,,,12.528887748718262,,51.718101501464844,110.88999938964844,,,,42.57093048095703,31.62790298461914
2004-01-07,75.59819030761719,25.289838790893555,51.472328186035156,,,,12.55810832977295,,51.75865936279297,110.9800033569336,,,,43.022422790527344,31.915870666503906
2004-01-08,75.8994140625,25.65294647216797,51.457244873046875,,,,12.605597496032715,,51.560916900634766,111.16000366210938,,,,43.3497428894043,32.169986724853516
2004-01-09,75.23667907714844,25.490556716918945,51.884559631347656,,,,12.582951545715332,,51.95132064819336,112.05999755859375,,,,43.00360107421875,31.958232879638672
2004-01-12,75.79228210449219,25.483251571655273,51.73879623413086,,,,12.571990966796875,,51.91078567504883,112.25,,,,43.80875778198242,32.46643829345703
2004-01-13,75.35051727294922,25.335458755493164,51.85948181152344,,,,12.500396728515625,,52.164302825927734,112.55000305175781,,,,43.6243896484375,32.144569396972656
2004-01-14,75.97978210449219,25.55440902709961,51.854393005371094,,,,12.520118713378906,,52.17445373535156,112.79000091552734,,,,43.85013198852539,32.25468444824219
2004-01-15,76.16722106933594,25.399320602416992,51.91984176635742,,,,12.264430046081543,,52.240360260009766,113.30000305175781,,,,43.9630126953125,32.339393615722656
